,Index,negative sign,Forecast : 0,Forecast : 1,Date,Close,Open,High,Low
2583,2583,1,1,1,2013.03.01,1576.04,1580.67,1587.24,1564.74
2584,2584,1,0,0,2013.03.04,1575.21,1579.36,1584.88,1569.42
2585,2585,0,0,0,2013.03.05,1577.37,1575.3,1586.48,1571.98
2586,2586,0,1,1,2013.03.06,1582.22,1577.31,1585.06,1567.3
2587,2587,1,1,1,2013.03.07,1579.7,1582.16,1585.43,1574.93
2588,2588,1,0,0,2013.03.08,1578.66,1579.76,1583.71,1561.38
2589,2589,0,0,0,2013.03.11,1582.03,1578.54,1583.35,1575.46
2590,2590,0,1,1,2013.03.12,1592.6,1581.69,1598.34,1580.01
2591,2591,1,0,0,2013.03.13,1588.07,1592.51,1599.49,1585.6
2592,2592,0,0,0,2013.03.14,1589.65,1588.07,1593.3,1576.32
2593,2593,0,0,0,2013.03.15,1591.85,1590.0,1598.96,1588.5
2594,2594,0,0,0,2013.03.18,1605.73,1603.86,1611.16,1591.07
2595,2595,0,1,1,2013.03.19,1612.54,1605.73,1615.59,1600.04
2596,2596,1,0,0,2013.03.20,1606.08,1613.67,1614.75,1600.74
2597,2597,0,1,1,2013.03.21,1615.74,1606.1,1616.86,1604.47
2598,2598,1,1,1,2013.03.22,1607.27,1615.7,1615.75,1603.54
2599,2599,1,1,1,2013.03.25,1605.96,1606.87,1613.7,1589.83
2600,2600,1,0,0,2013.03.26,1600.08,1605.48,1605.64,1594.57
2601,2601,0,1,1,2013.03.27,1605.22,1600.36,1608.32,1591.3
2602,2602,1,0,0,2013.03.28,1596.7,1605.34,1607.62,1593.97
2603,2603,0,1,1,2013.04.01,1601.58,1596.36,1602.13,1594.75
2604,2604,1,1,1,2013.04.02,1576.39,1601.61,1603.9,1573.79
2605,2605,1,1,1,2013.04.03,1555.16,1576.34,1577.19,1549.79
2606,2606,1,0,0,2013.04.04,1552.35,1555.07,1556.86,1540.11
2607,2607,0,1,1,2013.04.05,1580.78,1552.6,1581.29,1549.29
2608,2608,1,0,0,2013.04.08,1572.12,1577.28,1580.82,1567.35
2609,2609,0,1,1,2013.04.09,1585.34,1572.25,1590.36,1570.39
2610,2610,1,0,0,2013.04.10,1555.42,1585.37,1588.57,1553.42
2611,2611,0,1,1,2013.04.11,1561.95,1555.71,1568.33,1553.34
2612,2612,1,1,1,2013.04.12,1482.07,1562.12,1564.7,1480.82
2613,2613,1,0,0,2013.04.15,1351.75,1490.11,1495.46,1335.47
2614,2614,0,0,0,2013.04.16,1371.07,1352.96,1403.5,1321.81
2615,2615,0,0,0,2013.04.17,1373.33,1370.86,1395.14,1365.0
2616,2616,0,0,0,2013.04.18,1394.24,1373.23,1402.11,1336.15
2617,2617,0,0,0,2013.04.19,1402.86,1394.65,1425.17,1385.89
2618,2618,0,1,1,2013.04.22,1424.04,1408.28,1439.0,1403.7
2619,2619,1,0,0,2013.04.23,1414.23,1423.63,1432.9,1404.87
2620,2620,0,0,0,2013.04.24,1430.04,1414.56,1434.04,1414.56
2621,2621,0,1,1,2013.04.25,1473.22,1429.21,1473.74,1427.13
2622,2622,1,0,0,2013.04.26,1461.72,1473.4,1485.23,1446.67
2623,2623,0,0,0,2013.04.29,1473.37,1465.16,1478.81,1462.5
2624,2624,0,1,1,2013.04.30,1476.12,1472.22,1479.84,1461.07
2625,2625,1,0,0,2013.05.01,1458.99,1477.21,1477.85,1440.45
2626,2626,0,0,0,2013.05.02,1467.69,1458.82,1473.86,1448.76
2627,2627,0,1,1,2013.05.03,1470.4,1467.59,1488.09,1456.16
2628,2628,1,1,1,2013.05.06,1466.9,1470.51,1478.8,1464.51
2629,2629,1,0,0,2013.05.07,1450.16,1466.23,1470.08,1441.27
2630,2630,0,1,1,2013.05.08,1471.94,1450.35,1476.36,1447.66
2631,2631,1,1,1,2013.05.09,1455.51,1472.07,1475.72,1453.22
2632,2632,1,1,1,2013.05.10,1447.74,1455.63,1462.14,1419.52
2633,2633,1,1,1,2013.05.13,1435.39,1437.07,1439.79,1425.86
2634,2634,1,1,1,2013.05.14,1430.02,1435.23,1445.46,1421.06
2635,2635,1,1,1,2013.05.15,1395.9,1429.6,1429.89,1388.09
2636,2636,1,1,1,2013.05.16,1387.04,1396.1,1398.09,1369.53
2637,2637,1,0,0,2013.05.17,1359.31,1386.96,1393.01,1355.25
2638,2638,0,1,1,2013.05.20,1388.81,1347.7,1399.24,1338.1
2639,2639,1,1,1,2013.05.21,1377.17,1388.82,1401.38,1359.68
2640,2640,1,0,0,2013.05.22,1363.08,1377.26,1414.09,1354.46
2641,2641,0,1,1,2013.05.23,1387.88,1363.1,1397.93,1356.62
2642,2642,1,0,0,2013.05.24,1386.38,1388.64,1398.13,1382.36
2643,2643,0,1,1,2013.05.27,1396.15,1386.19,1396.53,1384.39
2644,2644,1,0,0,2013.05.28,1380.54,1395.99,1401.9,1373.72
2645,2645,0,0,0,2013.05.29,1392.27,1380.48,1395.15,1380.2
2646,2646,0,1,1,2013.05.30,1415.2,1392.09,1418.02,1388.68
2647,2647,1,0,0,2013.05.31,1387.74,1415.2,1421.89,1384.67
2648,2648,0,1,1,2013.06.03,1412.39,1394.45,1416.85,1390.83
2649,2649,1,0,0,2013.06.04,1398.58,1412.64,1414.94,1388.94
2650,2650,0,0,0,2013.06.05,1401.54,1398.74,1410.54,1395.76
2651,2651,0,1,1,2013.06.06,1411.7,1399.42,1423.71,1391.67
2652,2652,1,1,1,2013.06.07,1382.92,1411.59,1417.83,1377.78
2653,2653,1,1,1,2013.06.10,1384.07,1384.37,1388.9,1375.72
2654,2654,1,0,0,2013.06.11,1377.52,1384.09,1386.73,1365.37
2655,2655,0,1,1,2013.06.12,1386.19,1377.53,1394.62,1373.8
2656,2656,1,0,0,2013.06.13,1385.7,1385.98,1394.85,1374.35
2657,2657,0,1,1,2013.06.14,1390.4,1385.73,1392.26,1378.4
2658,2658,1,1,1,2013.06.17,1384.5,1390.11,1391.82,1380.47
2659,2659,1,1,1,2013.06.18,1369.17,1384.66,1385.94,1360.92
2660,2660,1,1,1,2013.06.19,1346.25,1368.91,1376.51,1342.89
2661,2661,1,0,0,2013.06.20,1274.32,1345.18,1348.07,1274.32
2662,2662,0,1,1,2013.06.21,1296.48,1274.31,1302.42,1269.47
2663,2663,1,1,1,2013.06.24,1283.84,1300.39,1301.22,1276.07
2664,2664,1,1,1,2013.06.25,1274.66,1284.48,1289.54,1271.57
2665,2665,1,1,1,2013.06.26,1228.25,1273.92,1276.76,1219.8
2666,2666,1,0,0,2013.06.27,1205.25,1228.71,1244.62,1196.51
2667,2667,0,0,0,2013.06.28,1234.15,1204.25,1235.13,1180.16
2668,2668,0,1,1,2013.07.01,1252.41,1239.58,1261.61,1225.02
2669,2669,1,0,0,2013.07.02,1244.77,1252.34,1267.4,1239.45
2670,2670,0,1,1,2013.07.03,1255.28,1244.94,1259.97,1236.68
2671,2671,1,1,1,2013.07.04,1247.87,1255.26,1256.84,1244.72
2672,2672,1,0,0,2013.07.05,1223.15,1247.72,1248.8,1208.08
2673,2673,0,0,0,2013.07.08,1233.91,1218.88,1238.59,1215.61
2674,2674,0,0,0,2013.07.09,1248.91,1233.79,1260.53,1233.56
2675,2675,0,0,0,2013.07.10,1283.06,1248.61,1289.6,1243.87
2676,2676,0,1,1,2013.07.11,1285.69,1283.44,1298.79,1277.71
2677,2677,1,1,1,2013.07.12,1285.27,1285.65,1288.56,1267.83
2678,2678,1,0,0,2013.07.15,1282.38,1290.73,1294.48,1274.0
2679,2679,0,1,1,2013.07.16,1290.61,1281.85,1295.57,1277.15
2680,2680,1,0,0,2013.07.17,1277.09,1290.64,1300.54,1270.22
2681,2681,0,0,0,2013.07.18,1284.75,1277.08,1288.8,1274.76
2682,2682,0,0,0,2013.07.19,1295.67,1284.83,1297.9,1282.36
2683,2683,0,0,0,2013.07.22,1334.55,1313.02,1339.3,1310.89
2684,2684,0,1,1,2013.07.23,1343.11,1333.91,1347.34,1326.53
2685,2685,1,0,0,2013.07.24,1318.85,1343.77,1346.6,1313.17
2686,2686,0,1,1,2013.07.25,1335.55,1319.2,1337.77,1308.9
2687,2687,1,1,1,2013.07.26,1333.01,1335.67,1340.73,1312.35
2688,2688,1,0,0,2013.07.29,1326.22,1330.66,1338.31,1322.84
2689,2689,0,1,1,2013.07.30,1327.79,1326.4,1330.12,1317.02
2690,2690,1,1,1,2013.07.31,1326.06,1327.96,1339.21,1305.69
2691,2691,1,0,0,2013.08.01,1307.11,1326.14,1331.07,1302.67
2692,2692,0,1,1,2013.08.02,1311.95,1307.29,1318.45,1283.06
2693,2693,1,1,1,2013.08.05,1303.78,1313.04,1320.68,1297.48
2694,2694,1,0,0,2013.08.06,1282.21,1303.29,1306.97,1279.29
2695,2695,0,0,0,2013.08.07,1284.82,1282.87,1289.39,1272.78
2696,2696,0,0,0,2013.08.08,1312.6,1284.79,1314.55,1283.67
2697,2697,0,0,0,2013.08.09,1314.25,1312.86,1317.22,1304.83
2698,2698,0,1,1,2013.08.12,1332.95,1329.3,1344.07,1322.82
2699,2699,1,0,0,2013.08.13,1321.31,1331.58,1341.33,1318.61
2700,2700,0,0,0,2013.08.14,1342.56,1320.95,1346.39,1315.88
2701,2701,0,0,0,2013.08.15,1362.83,1342.62,1370.15,1318.82
2702,2702,0,1,1,2013.08.16,1376.4,1363.59,1379.55,1357.73
2703,2703,1,0,0,2013.08.19,1367.32,1376.68,1384.39,1362.38
2704,2704,0,1,1,2013.08.20,1368.64,1367.42,1377.62,1352.31
2705,2705,1,0,0,2013.08.21,1358.51,1368.76,1379.13,1355.07
2706,2706,0,0,0,2013.08.22,1374.61,1358.38,1381.7,1356.3
2707,2707,0,0,0,2013.08.23,1397.59,1374.82,1400.04,1368.58
2708,2708,0,0,0,2013.08.26,1402.9,1396.01,1404.99,1389.26
2709,2709,0,1,1,2013.08.27,1418.64,1403.12,1423.71,1395.77
2710,2710,1,1,1,2013.08.28,1417.78,1419.04,1433.68,1413.36
2711,2711,1,1,1,2013.08.29,1404.01,1417.93,1417.99,1402.44
2712,2712,1,0,0,2013.08.30,1395.04,1404.74,1411.19,1392.13
2713,2713,0,0,0,2013.09.02,1393.7,1380.41,1398.27,1379.33
2714,2714,0,1,1,2013.09.03,1411.33,1393.54,1416.31,1384.44
2715,2715,1,1,1,2013.09.04,1393.48,1411.53,1414.96,1384.69
2716,2716,1,0,0,2013.09.05,1369.14,1393.82,1399.85,1364.68
2717,2717,0,1,1,2013.09.06,1391.63,1369.17,1393.29,1358.46
2718,2718,1,1,1,2013.09.09,1386.75,1388.69,1391.93,1382.04
2719,2719,1,1,1,2013.09.10,1365.99,1386.77,1387.1,1357.79
2720,2720,1,1,1,2013.09.11,1364.83,1365.92,1368.53,1356.39
2721,2721,1,1,1,2013.09.12,1327.18,1364.93,1365.81,1320.53
2722,2722,1,1,1,2013.09.13,1326.11,1327.24,1330.86,1304.87
2723,2723,1,1,1,2013.09.16,1312.95,1329.81,1332.81,1302.9
2724,2724,1,0,0,2013.09.17,1306.61,1313.04,1323.96,1305.27
2725,2725,0,1,1,2013.09.18,1367.73,1306.27,1368.19,1291.75
2726,2726,1,1,1,2013.09.19,1365.57,1368.01,1375.2,1358.63
2727,2727,1,1,1,2013.09.20,1325.38,1365.41,1366.49,1324.62
2728,2728,1,1,1,2013.09.23,1326.84,1329.74,1331.73,1313.36
2729,2729,1,0,0,2013.09.24,1325.28,1326.98,1329.21,1305.78
2730,2730,0,1,1,2013.09.25,1332.08,1325.55,1338.05,1316.54
2731,2731,1,0,0,2013.09.26,1324.06,1332.01,1339.26,1318.79
2732,2732,0,1,1,2013.09.27,1336.45,1323.77,1344.05,1319.73
2733,2733,1,1,1,2013.09.30,1328.59,1340.47,1343.29,1322.71
2734,2734,1,0,0,2013.10.01,1289.13,1328.31,1337.63,1282.33
2735,2735,0,0,0,2013.10.02,1314.92,1288.77,1323.84,1277.83
2736,2736,0,1,1,2013.10.03,1316.58,1314.65,1322.14,1301.56
2737,2737,1,0,0,2013.10.04,1310.58,1316.66,1325.25,1305.67
2738,2738,0,1,1,2013.10.07,1323.07,1313.38,1328.86,1308.53
2739,2739,1,1,1,2013.10.08,1320.28,1323.17,1330.09,1315.71
2740,2740,1,1,1,2013.10.09,1302.85,1319.95,1322.07,1294.67
2741,2741,1,1,1,2013.10.10,1287.87,1302.57,1311.74,1281.82
2742,2742,1,1,1,2013.10.11,1272.1,1287.19,1294.48,1260.79
2743,2743,1,0,0,2013.10.14,1272.08,1272.85,1289.96,1268.49
2744,2744,0,0,0,2013.10.15,1275.16,1271.85,1287.98,1251.6
2745,2745,0,0,0,2013.10.16,1281.01,1275.52,1287.91,1269.16
2746,2746,0,0,0,2013.10.17,1315.8,1280.73,1324.32,1274.39
2747,2747,0,1,1,2013.10.18,1315.94,1315.95,1326.97,1311.52
2748,2748,1,0,0,2013.10.21,1315.53,1317.42,1323.99,1313.52
2749,2749,0,1,1,2013.10.22,1339.3,1315.14,1344.68,1310.07
2750,2750,1,0,0,2013.10.23,1332.27,1339.28,1342.15,1329.0
2751,2751,0,0,0,2013.10.24,1346.59,1332.19,1351.83,1332.15
2752,2752,0,0,0,2013.10.25,1350.44,1346.48,1355.69,1336.5
2753,2753,0,1,1,2013.10.28,1353.14,1349.14,1361.72,1346.26
2754,2754,1,1,1,2013.10.29,1343.33,1353.09,1360.45,1339.9
2755,2755,1,1,1,2013.10.30,1338.42,1343.25,1359.53,1334.66
2756,2756,1,1,1,2013.10.31,1323.06,1338.24,1341.92,1319.04
2757,2757,1,0,0,2013.11.01,1315.82,1323.3,1327.36,1306.05
2758,2758,0,1,1,2013.11.04,1315.0,1313.82,1322.56,1311.06
2759,2759,1,0,0,2013.11.05,1312.53,1314.95,1319.76,1305.4
2760,2760,0,1,1,2013.11.06,1317.68,1312.58,1322.08,1309.1
2761,2761,1,1,1,2013.11.07,1309.37,1317.7,1325.77,1296.27
2762,2762,1,1,1,2013.11.08,1288.29,1309.21,1313.75,1280.96
2763,2763,1,1,1,2013.11.11,1282.37,1286.92,1288.12,1279.09
2764,2764,1,0,0,2013.11.12,1267.41,1282.36,1285.29,1261.3
2765,2765,0,0,0,2013.11.13,1285.01,1267.27,1286.38,1265.74
2766,2766,0,0,0,2013.11.14,1286.92,1284.73,1294.19,1278.04
2767,2767,0,1,1,2013.11.15,1289.9,1286.78,1291.13,1280.32
2768,2768,1,0,0,2013.11.18,1274.16,1288.18,1288.28,1269.89
2769,2769,0,1,1,2013.11.19,1275.07,1274.3,1278.81,1269.02
2770,2770,1,1,1,2013.11.20,1246.96,1275.08,1276.3,1240.88
2771,2771,1,1,1,2013.11.21,1244.12,1247.0,1250.43,1236.69
2772,2772,1,0,0,2013.11.22,1243.47,1244.22,1248.97,1241.11
2773,2773,0,1,1,2013.11.25,1252.86,1240.69,1257.3,1225.12
2774,2774,1,1,1,2013.11.26,1243.36,1252.82,1255.02,1239.59
2775,2775,1,0,0,2013.11.27,1238.28,1243.58,1254.71,1234.53
2776,2776,0,0,0,2013.11.28,1244.11,1238.08,1250.7,1230.59
2777,2777,0,1,1,2013.11.29,1251.71,1244.19,1254.76,1240.69
2778,2778,1,0,0,2013.12.02,1223.04,1248.12,1248.84,1217.77
2779,2779,0,0,0,2013.12.03,1224.58,1222.99,1226.23,1215.24
2780,2780,0,1,1,2013.12.04,1237.99,1224.61,1251.54,1211.78
2781,2781,1,0,0,2013.12.05,1226.15,1238.14,1241.47,1216.98
2782,2782,0,0,0,2013.12.06,1228.92,1225.86,1244.34,1212.25
2783,2783,0,0,0,2013.12.09,1238.8,1228.1,1243.08,1225.28
2784,2784,0,1,1,2013.12.10,1261.12,1238.64,1267.83,1237.89
2785,2785,1,1,1,2013.12.11,1253.96,1261.27,1263.31,1251.7
2786,2786,1,0,0,2013.12.12,1227.83,1254.08,1256.96,1218.69
2787,2787,0,0,0,2013.12.13,1238.48,1227.86,1238.66,1220.44
2788,2788,0,1,1,2013.12.16,1240.08,1235.79,1251.95,1227.8
2789,2789,1,1,1,2013.12.17,1233.85,1240.36,1247.95,1227.39
2790,2790,1,1,1,2013.12.18,1219.18,1233.68,1244.57,1215.83
2791,2791,1,0,0,2013.12.19,1191.63,1218.84,1226.52,1188.61
2792,2792,0,1,1,2013.12.20,1202.98,1191.37,1207.5,1190.82
2793,2793,1,0,0,2013.12.23,1198.29,1203.85,1206.28,1192.69
2794,2794,0,0,0,2013.12.24,1203.8,1198.31,1205.52,1196.14
2795,2795,0,0,0,2013.12.26,1209.16,1204.84,1215.87,1203.23
2796,2796,0,1,1,2013.12.27,1212.82,1209.14,1219.05,1209.01
2797,2797,1,0,0,2013.12.30,1198.5,1213.27,1214.02,1194.66
2798,2798,0,0,0,2013.12.31,1204.8,1198.52,1214.61,1182.39
2799,2799,0,0,0,2014.01.01,1205.86,1202.79,1205.88,1202.48
2800,2800,0,0,0,2014.01.02,1223.75,1205.6,1230.84,1204.96
2801,2801,0,0,0,2014.01.03,1236.73,1223.39,1240.18,1223.36
2802,2802,0,1,1,2014.01.06,1237.73,1234.45,1248.39,1215.67
2803,2803,1,1,1,2014.01.07,1229.32,1237.92,1245.27,1224.92
2804,2804,1,0,0,2014.01.08,1226.18,1229.52,1231.9,1218.46
2805,2805,0,0,0,2014.01.09,1228.91,1226.16,1231.44,1223.37
2806,2806,0,0,0,2014.01.10,1248.0,1228.82,1248.86,1227.35
2807,2807,0,1,1,2014.01.13,1254.08,1248.47,1255.0,1243.63
2808,2808,1,1,1,2014.01.14,1243.39,1254.12,1255.21,1241.7
2809,2809,1,0,0,2014.01.15,1241.04,1243.41,1243.98,1234.27
2810,2810,0,0,0,2014.01.16,1242.06,1241.11,1245.16,1236.37
2811,2811,0,1,1,2014.01.17,1253.99,1242.19,1254.88,1237.75
2812,2812,1,1,1,2014.01.20,1255.38,1256.08,1258.26,1253.34
2813,2813,1,1,1,2014.01.21,1242.95,1254.95,1255.09,1235.68
2814,2814,1,0,0,2014.01.22,1237.03,1243.04,1243.67,1235.76
2815,2815,0,0,0,2014.01.23,1262.6,1236.92,1265.39,1231.55
2816,2816,0,1,1,2014.01.24,1268.55,1262.65,1272.55,1256.87
2817,2817,1,1,1,2014.01.27,1258.19,1275.08,1276.48,1251.99
2818,2818,1,0,0,2014.01.28,1252.67,1258.05,1261.73,1248.76
2819,2819,0,1,1,2014.01.29,1266.69,1252.72,1270.16,1250.94
2820,2820,1,0,0,2014.01.30,1244.82,1266.75,1267.67,1238.08
2821,2821,0,0,0,2014.01.31,1245.08,1244.35,1254.93,1238.49
2822,2822,0,1,1,2014.02.03,1259.79,1243.69,1266.3,1240.83
2823,2823,1,0,0,2014.02.04,1252.93,1259.51,1260.98,1247.36
2824,2824,0,1,1,2014.02.05,1259.01,1253.08,1272.39,1252.79
2825,2825,1,0,0,2014.02.06,1256.44,1259.22,1266.95,1252.6
2826,2826,0,0,0,2014.02.07,1267.15,1256.49,1271.9,1256.07
2827,2827,0,0,0,2014.02.10,1273.94,1267.47,1277.94,1265.04
2828,2828,0,0,0,2014.02.11,1286.85,1273.93,1293.9,1273.74
2829,2829,0,0,0,2014.02.12,1291.86,1286.86,1296.39,1284.0
2830,2830,0,0,0,2014.02.13,1300.49,1291.86,1302.75,1286.28
2831,2831,0,0,0,2014.02.14,1318.37,1300.71,1321.22,1299.88
2832,2832,0,1,1,2014.02.17,1328.41,1323.82,1332.12,1321.22
2833,2833,1,1,1,2014.02.18,1320.56,1328.56,1329.21,1312.59
2834,2834,1,0,0,2014.02.19,1311.88,1320.94,1322.37,1308.75
2835,2835,0,0,0,2014.02.20,1320.74,1311.88,1325.16,1307.36
2836,2836,0,0,0,2014.02.21,1324.03,1320.84,1328.6,1316.13
2837,2837,0,0,0,2014.02.24,1335.61,1324.52,1338.99,1318.77
2838,2838,0,1,1,2014.02.25,1341.17,1335.48,1343.68,1331.22
2839,2839,1,0,0,2014.02.26,1330.74,1341.33,1345.41,1322.24
2840,2840,0,1,1,2014.02.27,1331.4,1330.66,1336.17,1323.8
2841,2841,1,0,0,2014.02.28,1326.25,1331.4,1333.31,1319.75
2842,2842,0,1,1,2014.03.03,1350.63,1338.1,1354.8,1336.24
2843,2843,1,1,1,2014.03.04,1336.28,1350.7,1352.61,1331.31
2844,2844,1,0,0,2014.03.05,1336.16,1336.33,1341.82,1332.71
2845,2845,0,1,1,2014.03.06,1349.78,1336.29,1353.56,1331.14
2846,2846,1,0,0,2014.03.07,1340.0,1349.68,1352.9,1328.11
2847,2847,0,0,0,2014.03.10,1340.45,1338.27,1344.68,1327.93
2848,2848,0,0,0,2014.03.11,1347.64,1340.42,1352.63,1337.73
2849,2849,0,0,0,2014.03.12,1366.38,1347.54,1370.94,1345.44
2850,2850,0,0,0,2014.03.13,1373.39,1366.16,1375.12,1364.52
2851,2851,0,1,1,2014.03.14,1382.78,1373.35,1387.98,1368.0
2852,2852,1,1,1,2014.03.17,1366.33,1386.53,1388.54,1361.83
2853,2853,1,1,1,2014.03.18,1356.15,1366.33,1367.48,1350.71
2854,2854,1,0,0,2014.03.19,1328.43,1356.15,1359.71,1325.7
2855,2855,0,0,0,2014.03.20,1330.95,1328.43,1334.59,1320.49
2856,2856,0,1,1,2014.03.21,1334.21,1330.79,1342.46,1329.09
2857,2857,1,1,1,2014.03.24,1311.33,1332.04,1334.27,1307.55
2858,2858,1,1,1,2014.03.25,1309.81,1311.1,1317.36,1305.27
2859,2859,1,1,1,2014.03.26,1306.35,1309.81,1316.39,1298.67
2860,2860,1,0,0,2014.03.27,1293.22,1306.35,1306.83,1289.13
2861,2861,0,1,1,2014.03.28,1295.05,1293.09,1298.77,1285.63
2862,2862,1,1,1,2014.03.31,1284.49,1296.05,1298.57,1282.4
2863,2863,1,0,0,2014.04.01,1281.25,1284.38,1288.05,1277.6
2864,2864,0,1,1,2014.04.02,1290.9,1281.3,1294.53,1280.56
2865,2865,1,0,0,2014.04.03,1284.99,1290.81,1293.94,1281.61
2866,2866,0,1,1,2014.04.04,1303.26,1285.03,1307.03,1284.18
2867,2867,1,0,0,2014.04.07,1298.55,1303.92,1304.1,1295.63
2868,2868,0,0,0,2014.04.08,1309.82,1298.55,1314.35,1296.99
2869,2869,0,0,0,2014.04.09,1311.09,1309.82,1315.11,1300.91
2870,2870,0,0,0,2014.04.10,1318.21,1310.95,1324.5,1310.95
2871,2871,0,1,1,2014.04.11,1318.18,1317.94,1323.88,1314.08
2872,2872,1,1,1,2014.04.14,1325.72,1326.37,1331.17,1318.76
2873,2873,1,0,0,2014.04.15,1302.71,1325.72,1326.62,1288.68
2874,2874,0,1,1,2014.04.16,1303.66,1302.76,1307.05,1293.51
2875,2875,1,1,1,2014.04.17,1295.05,1303.67,1304.17,1293.15
2876,2876,1,1,1,2014.04.21,1289.51,1291.83,1301.77,1281.89
2877,2877,1,1,1,2014.04.22,1284.76,1289.78,1292.9,1276.85
2878,2878,1,0,0,2014.04.23,1284.06,1284.6,1289.01,1280.86
2879,2879,0,0,0,2014.04.24,1291.48,1283.85,1298.65,1268.54
2880,2880,0,1,1,2014.04.25,1302.99,1291.47,1305.07,1290.37
2881,2881,1,1,1,2014.04.28,1296.49,1304.01,1306.46,1292.04
2882,2882,1,1,1,2014.04.29,1296.0,1296.28,1301.44,1286.2
2883,2883,1,1,1,2014.04.30,1291.76,1296.27,1298.14,1284.98
2884,2884,1,0,0,2014.05.01,1284.06,1291.74,1291.74,1277.33
2885,2885,0,0,0,2014.05.02,1299.43,1284.3,1304.67,1273.8
2886,2886,0,1,1,2014.05.05,1310.04,1300.34,1315.58,1299.56
2887,2887,1,1,1,2014.05.06,1307.8,1309.6,1314.09,1304.37
2888,2888,1,1,1,2014.05.07,1289.77,1307.65,1314.51,1286.56
2889,2889,1,1,1,2014.05.08,1289.24,1289.63,1295.36,1284.93
2890,2890,1,0,0,2014.05.09,1286.61,1289.53,1294.43,1285.49
2891,2891,0,1,1,2014.05.12,1295.57,1289.5,1303.95,1277.67
2892,2892,1,0,0,2014.05.13,1293.42,1295.69,1298.85,1289.08
2893,2893,0,1,1,2014.05.14,1305.72,1293.69,1309.01,1291.57
2894,2894,1,1,1,2014.05.15,1296.04,1304.9,1307.15,1290.91
2895,2895,1,0,0,2014.05.16,1292.15,1296.49,1298.26,1287.77
2896,2896,0,0,0,2014.05.19,1292.84,1292.7,1305.4,1289.41
2897,2897,0,1,1,2014.05.20,1294.09,1292.51,1296.93,1285.89
2898,2898,1,0,0,2014.05.21,1291.81,1293.79,1296.19,1283.25
2899,2899,0,1,1,2014.05.22,1293.92,1291.81,1303.77,1290.22
2900,2900,1,0,0,2014.05.23,1292.73,1293.47,1295.59,1286.65
2901,2901,0,1,1,2014.05.26,1292.7,1291.83,1294.18,1290.86
2902,2902,1,1,1,2014.05.27,1264.68,1292.7,1293.39,1264.4
2903,2903,1,1,1,2014.05.28,1257.97,1264.2,1267.27,1256.0
2904,2904,1,1,1,2014.05.29,1255.44,1258.26,1261.02,1251.41
2905,2905,1,1,1,2014.05.30,1246.67,1255.54,1260.4,1242.24
2906,2906,1,0,0,2014.06.02,1243.62,1250.06,1250.8,1241.06
2907,2907,0,1,1,2014.06.03,1244.76,1243.66,1247.63,1240.43
2908,2908,1,0,0,2014.06.04,1243.62,1244.57,1248.93,1242.77
2909,2909,0,1,1,2014.06.05,1253.4,1243.66,1257.67,1240.99
2910,2910,1,1,1,2014.06.06,1252.6,1253.25,1257.73,1245.75
2911,2911,1,0,0,2014.06.09,1252.18,1252.63,1256.92,1251.46
2912,2912,0,0,0,2014.06.10,1259.66,1252.03,1263.56,1250.21
2913,2913,0,0,0,2014.06.11,1260.81,1259.57,1265.2,1257.57
2914,2914,0,0,0,2014.06.12,1273.15,1260.69,1274.8,1259.84
2915,2915,0,1,1,2014.06.13,1275.84,1272.85,1277.18,1270.82
2916,2916,1,1,1,2014.06.16,1271.71,1276.4,1284.89,1270.45
2917,2917,1,0,0,2014.06.17,1270.4,1271.19,1273.29,1258.61
2918,2918,0,0,0,2014.06.18,1277.37,1271.38,1278.56,1266.27
2919,2919,0,1,1,2014.06.19,1320.06,1277.64,1321.51,1275.95
2920,2920,1,0,0,2014.06.20,1315.28,1319.07,1321.91,1306.45
2921,2921,0,0,0,2014.06.23,1317.22,1313.67,1318.46,1309.91
2922,2922,0,0,0,2014.06.24,1318.03,1317.25,1325.9,1313.85
2923,2923,0,1,1,2014.06.25,1318.9,1317.6,1324.83,1306.8
2924,2924,1,0,0,2014.06.26,1316.38,1317.48,1319.75,1306.25
2925,2925,0,0,0,2014.06.27,1318.96,1316.73,1322.2,1312.54
2926,2926,0,0,0,2014.06.30,1327.01,1316.15,1329.42,1310.25
2927,2927,0,0,0,2014.07.01,1326.14,1326.01,1333.03,1323.74
2928,2928,0,1,1,2014.07.02,1326.62,1325.57,1332.04,1321.27
2929,2929,1,0,0,2014.07.03,1319.37,1326.62,1327.47,1308.5
2930,2930,0,1,1,2014.07.04,1320.28,1319.83,1323.14,1318.68
2931,2931,1,1,1,2014.07.07,1319.63,1320.35,1320.58,1311.51
2932,2932,1,0,0,2014.07.08,1319.02,1319.69,1324.81,1313.47
2933,2933,0,0,0,2014.07.09,1327.48,1319.22,1332.5,1317.84
2934,2934,0,0,0,2014.07.10,1335.52,1323.3,1345.14,1323.3
2935,2935,0,1,1,2014.07.11,1337.56,1335.26,1339.23,1333.67
2936,2936,1,1,1,2014.07.14,1307.0,1339.17,1339.4,1302.59
2937,2937,1,0,0,2014.07.15,1293.79,1307.78,1313.76,1292.15
2938,2938,0,0,0,2014.07.16,1298.95,1293.0,1303.71,1292.91
2939,2939,0,1,1,2014.07.17,1318.9,1297.45,1324.28,1297.45
